Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
220.454,TraderOne,Tick,632,657,-25,25,150500,149900,16829,97771,90271,OK
220.75,TraderOne,Tick,632,657,-25,25,150500,149900,16829,97771,90271,OK
221.0,TraderOne,Tick,632,667,-35,35,150500,150000,16679,97921,87421,OK
221.235,TraderOne,Tick,632,667,-35,35,150500,150000,16679,97921,87421,OK
221.5,TraderOne,Tick,632,667,-35,35,150500,150100,16679,97921,87421,OK
221.782,TraderOne,Tick,632,667,-35,35,150500,150100,16679,97921,87421,OK
221.969,TraderOne,Tick,632,667,-35,35,150500,150100,16679,97921,87421,OK
222.266,TraderOne,Tick,632,667,-35,35,150500,150100,16679,97921,87421,OK
222.5,TraderOne,Tick,632,667,-35,35,150500,150100,16679,97921,87421,OK
222.797,TraderOne,Tick,636,677,-41,41,150100,150000,16469,98531,94431,OK
222.985,TraderOne,Tick,636,681,-45,45,150100,150000,16589,98411,93911,OK
223.25,TraderOne,Tick,636,691,-55,55,150100,150000,16889,98111,92611,OK
223.516,TraderOne,Tick,636,701,-65,65,150100,150000,17189,96811,90311,OK
223.704,TraderOne,Tick,636,711,-75,75,150100,150000,17489,96511,89011,OK
224.0,TraderOne,Tick,636,721,-85,85,150400,150000,17790,98210,72710,OK
224.25,TraderOne,Tick,636,721,-85,85,150400,150000,17790,98210,72710,OK
224.5,TraderOne,Tick,636,721,-85,85,150400,150000,17790,98210,72710,OK
224.797,TraderOne,Tick,636,721,-85,85,150400,149800,17790,98210,72710,OK
224.969,TraderOne,Tick,636,721,-85,85,150100,149400,17790,98210,81210,OK
225.313,TraderOne,Tick,636,721,-85,85,150100,149500,17790,98210,81210,OK
225.547,TraderOne,Tick,636,721,-85,85,150100,149500,17790,98210,81210,OK
225.75,TraderOne,Tick,636,721,-85,85,150100,149500,17790,98210,81210,OK
226.016,TraderOne,Tick,645,721,-76,85,149300,149500,17656,-1246256,114444,OK
226.282,TraderOne,Tick,645,721,-76,76,149300,149500,17656,99244,114444,OK
226.516,TraderOne,Tick,645,721,-76,76,149300,149500,17656,99244,114444,OK
226.813,TraderOne,Tick,645,730,-85,85,150300,149500,17521,97579,80579,OK
226.969,TraderOne,Tick,645,730,-85,85,150300,149500,17521,97579,80579,OK
227.25,TraderOne,Tick,645,730,-85,85,150300,149500,17521,97579,80579,OK
227.516,TraderOne,Tick,645,730,-85,85,150300,150200,17521,97579,89079,OK
227.797,TraderOne,Tick,645,730,-85,85,150300,150600,17521,97579,123079,OK
227.969,TraderOne,Tick,654,730,-76,76,150600,150800,17791,98709,113909,OK
228.204,TraderOne,Tick,662,730,-68,68,150600,150600,18032,99268,99268,OK
228.532,TraderOne,Tick,669,730,-61,61,150600,150600,18243,99057,99057,OK
228.797,TraderOne,Tick,675,730,-55,55,150600,150600,18424,98876,98876,OK
229.0,TraderOne,Tick,681,730,-49,49,150100,150600,18605,98695,113395,OK
229.266,TraderOne,Tick,686,730,-44,44,150600,150600,18756,99044,99044,OK
229.5,TraderOne,Tick,690,730,-40,40,150600,150600,18876,99324,99324,OK
229.75,TraderOne,Tick,694,730,-36,36,150600,150600,18996,99604,99604,OK
230.016,TraderOne,Tick,698,730,-32,32,150600,150600,19116,99884,99884,OK
230.235,TraderOne,Tick,701,730,-29,29,150600,150700,19206,100094,102994,OK
230.5,TraderOne,Tick,704,730,-26,26,150600,150700,19296,100304,102904,OK
230.782,TraderOne,Tick,707,730,-23,23,150600,150700,19386,100514,102814,OK
231.016,TraderOne,Tick,709,730,-21,21,150600,150700,19446,100654,102754,OK
231.219,TraderOne,Tick,711,730,-19,19,150600,150700,19506,100794,102694,OK
231.469,TraderOne,Tick,713,730,-17,17,150600,150700,19566,100934,102634,OK
231.719,TraderOne,Tick,715,730,-15,15,150600,150700,19626,101074,102574,OK
231.985,TraderOne,Tick,717,730,-13,13,150700,150700,19686,101214,101214,OK
232.266,TraderOne,Tick,717,730,-13,13,150700,150700,19686,101214,101214,OK
232.5,TraderOne,Tick,718,730,-12,12,150700,150700,19716,101184,101184,OK
232.766,TraderOne,Tick,719,730,-11,11,150700,150700,19746,101254,101254,OK
233.032,TraderOne,Tick,720,730,-10,10,150700,150700,19776,101324,101324,OK
233.297,TraderOne,Tick,721,730,-9,9,150700,151100,19806,101594,104294,OK
233.469,TraderOne,Tick,722,730,-8,8,150700,151100,19836,101864,104264,OK
233.766,TraderOne,Tick,723,730,-7,7,150700,151100,19866,102134,104234,OK
233.954,TraderOne,Tick,724,730,-6,6,150700,151100,19896,102404,104204,OK
234.25,TraderOne,Tick,725,730,-5,5,150700,151100,19926,102674,104174,OK
234.469,TraderOne,Tick,726,730,-4,4,150700,151200,19956,103044,104244,OK
234.797,TraderOne,Tick,727,730,-3,3,150700,151200,19986,103514,104414,OK
234.969,TraderOne,Tick,728,730,-2,2,150800,151200,20016,103984,104584,OK
235.297,TraderOne,Tick,729,730,-1,1,150900,151500,20046,104354,104654,OK
235.532,TraderOne,Tick,730,730,0,0,151100,151500,20076,104724,104724,OK
235.719,TraderOne,Tick,733,730,3,-3,151200,151600,20167,105233,104333,OK
236.0,TraderOne,Tick,745,730,15,-15,151200,151600,20530,109670,105170,OK
236.266,TraderOne,Tick,755,730,25,-25,151200,151600,20832,113368,105868,OK
236.5,TraderOne,Tick,765,730,35,-35,151000,151600,21134,116066,105566,OK
236.766,TraderOne,Tick,775,730,45,-45,151300,151600,21436,118764,105264,OK
237.016,TraderOne,Tick,785,730,55,-55,151000,151600,21739,120461,103961,OK
237.25,TraderOne,Tick,795,730,65,-65,151300,151600,22042,122158,102658,OK
237.485,TraderOne,Tick,805,730,75,-75,151400,151700,22344,123356,100856,OK
237.782,TraderOne,Tick,815,730,85,-85,151400,151700,22647,124053,98553,OK
237.954,TraderOne,Tick,815,730,85,-85,151400,151700,22647,124053,98553,OK
238.297,TraderOne,Tick,815,730,85,-85,151400,151700,22647,124053,98553,OK
238.532,TraderOne,Tick,815,730,85,-85,151400,151700,22647,124053,98553,OK
238.75,TraderOne,Tick,815,730,85,-85,151400,151700,22647,124053,98553,OK
239.063,TraderOne,Tick,815,730,85,-85,151400,151700,22647,124053,98553,OK
239.297,TraderOne,Tick,815,730,85,-85,151400,151500,22647,124053,115553,OK
239.532,TraderOne,Tick,815,730,85,-85,151400,151500,22647,124053,115553,OK
239.75,TraderOne,Tick,815,730,85,-85,151400,151600,22647,124053,107053,OK
239.985,TraderOne,Tick,815,730,85,-85,151400,151500,22647,124053,115553,OK
240.25,TraderOne,Tick,815,730,85,-85,151400,151400,22647,124053,124053,OK
240.532,TraderOne,Tick,815,731,84,-84,151500,151400,22632,124068,132468,OK
240.704,TraderOne,Tick,815,731,84,-84,151500,151400,22632,124068,132468,OK
241.0,TraderOne,Tick,815,731,84,-84,151500,151500,22632,124068,124068,OK
241.266,TraderOne,Tick,816,731,85,-85,151500,151500,22662,124138,124138,OK
241.547,TraderOne,Tick,816,731,85,-85,151500,151500,22662,124138,124138,OK
241.829,TraderOne,Tick,816,731,85,-85,150900,151500,22662,124138,98638,OK
242.047,TraderOne,Tick,816,731,85,-85,150900,151300,22662,124138,98638,OK
242.297,TraderOne,Tick,816,731,85,-85,150800,151300,22662,124138,98638,OK
242.469,TraderOne,Tick,816,731,85,-85,150800,151300,22662,124138,98638,OK
242.704,TraderOne,Tick,816,731,85,-85,150800,151300,22662,124138,98638,OK
243.047,TraderOne,Tick,816,731,85,-85,150800,151300,22662,124138,98638,OK
243.235,TraderOne,Tick,816,731,85,-85,150800,151300,22662,124138,98638,OK
243.469,TraderOne,Tick,816,731,85,-85,150800,151300,22662,124138,98638,OK
243.719,TraderOne,Tick,816,731,85,-85,150800,151300,22662,124138,98638,OK
244.0,TraderOne,Tick,816,731,85,-85,150800,151500,22662,124138,98638,OK
244.235,TraderOne,Tick,816,731,85,-85,150800,151500,22662,124138,98638,OK
244.547,TraderOne,Tick,816,731,85,-85,150800,151500,22662,124138,98638,OK
244.813,TraderOne,Tick,816,731,85,-85,150800,151500,22662,124138,98638,OK
244.985,TraderOne,Tick,816,731,85,-85,150800,151500,22662,124138,98638,OK
245.282,TraderOne,Tick,816,731,85,-85,150800,151400,22662,124138,98638,OK
245.516,TraderOne,Tick,816,731,85,-85,150800,151600,22662,124138,98638,OK
245.719,TraderOne,Tick,816,731,85,-85,151500,151800,22662,124138,98638,OK
246.0,TraderOne,Tick,816,731,85,-85,151500,151800,22662,124138,98638,OK
246.219,TraderOne,Tick,816,731,85,-85,151500,151800,22662,124138,98638,OK
246.532,TraderOne,Tick,816,731,85,-85,151500,151800,22662,124138,98638,OK
246.75,TraderOne,Tick,816,731,85,-85,151500,151800,22662,124138,98638,OK
247.032,TraderOne,Tick,816,731,85,-85,151500,152100,22662,124138,98638,OK
247.235,TraderOne,Tick,816,731,85,-85,151700,152100,22662,124138,98638,OK
247.532,TraderOne,Tick,816,731,85,-85,151700,152100,22662,124138,98638,OK
247.766,TraderOne,Tick,816,731,85,-85,151400,152100,22662,124138,98638,OK
247.985,TraderOne,Tick,816,731,85,-85,151400,152100,22662,124138,98638,OK
248.204,TraderOne,Tick,816,731,85,-85,151500,152100,22662,124138,98638,OK
248.469,TraderOne,Tick,816,731,85,-85,151500,152100,22662,124138,98638,OK
248.797,TraderOne,Tick,816,731,85,-85,151800,152100,22662,124138,98638,OK
249.0,TraderOne,Tick,816,731,85,-85,151800,152100,22662,124138,98638,OK
249.235,TraderOne,Tick,816,731,85,-85,152000,152500,22662,124138,98638,OK
249.469,TraderOne,Tick,816,731,85,-85,152000,152900,22662,124138,98638,OK
249.782,TraderOne,Tick,816,731,85,-85,152400,152600,22662,124138,107138,OK
250.016,TraderOne,Tick,816,731,85,-85,152400,152700,22662,124138,98638,OK
250.219,TraderOne,Tick,816,731,85,-85,152400,152700,22662,124138,98638,OK
250.5,TraderOne,Tick,816,731,85,-85,152600,152700,22662,124138,115638,OK
250.782,TraderOne,Tick,816,731,85,-85,152600,152700,22662,124138,115638,OK
251.047,TraderOne,Tick,816,731,85,-85,152600,152500,22662,124138,132638,OK
251.282,TraderOne,Tick,816,731,85,-85,152000,152500,22662,124138,98638,OK
251.469,TraderOne,Tick,816,731,85,-85,152000,152600,22662,124138,98638,OK
251.735,TraderOne,Tick,816,731,85,-85,152000,152500,22662,124138,98638,OK
251.954,TraderOne,Tick,816,731,85,-85,152000,152500,22662,124138,98638,OK
252.297,TraderOne,Tick,816,731,85,-85,152000,152500,22662,124138,98638,OK
252.547,TraderOne,Tick,816,731,85,-85,152000,152500,22662,124138,98638,OK
252.704,TraderOne,Tick,816,732,84,-84,152600,152500,22647,124153,132553,OK
253.016,TraderOne,Tick,817,732,85,-84,152300,152500,22632,-28132,107368,OK
253.297,TraderOne,Tick,817,732,85,-85,152300,152500,22632,124168,107168,OK
253.454,TraderOne,Tick,817,732,85,-85,152300,152500,22632,124168,107168,OK
253.75,TraderOne,Tick,817,732,85,-85,152300,152500,22632,124168,107168,OK
254.0,TraderOne,Tick,817,732,85,-85,152300,152500,22632,124168,107168,OK
254.25,TraderOne,Tick,817,732,85,-85,152300,152500,22632,124168,107168,OK
254.516,TraderOne,Tick,817,732,85,-85,152200,152500,22632,124168,98668,OK
254.704,TraderOne,Tick,817,732,85,-85,152200,152500,22632,124168,98668,OK
254.969,TraderOne,Tick,817,732,85,-85,152200,152500,22632,124168,98668,OK
255.25,TraderOne,Tick,817,732,85,-85,152200,152500,22632,124168,98668,OK
255.485,TraderOne,Tick,817,732,85,-85,152200,152500,22632,124168,98668,OK
255.782,TraderOne,Tick,817,732,85,-85,152200,152200,22632,124168,124168,OK
255.954,TraderOne,Tick,817,732,85,-85,152200,152200,22632,124168,124168,OK
256.25,TraderOne,Tick,817,732,85,-85,152200,152200,22632,124168,124168,OK
256.5,TraderOne,Tick,817,732,85,-85,152200,152000,22632,124168,141168,OK
256.735,TraderOne,Tick,817,732,85,-85,152200,152000,22632,124168,141168,OK
256.954,TraderOne,Tick,817,732,85,-85,152200,152000,22632,124168,141168,OK
257.235,TraderOne,Tick,817,732,85,-85,151400,152000,22632,124168,98668,OK
257.469,TraderOne,Tick,817,732,85,-85,151400,152000,22632,124168,98668,OK
257.766,TraderOne,Tick,817,732,85,-85,151400,152000,22632,124168,98668,OK
258.047,TraderOne,Tick,817,732,85,-85,151400,152000,22632,124168,98668,OK
258.235,TraderOne,Tick,817,732,85,-85,151700,151900,22632,124168,107168,OK
258.5,TraderOne,Tick,817,732,85,-85,151700,151900,22632,124168,107168,OK
258.75,TraderOne,Tick,817,732,85,-85,151700,151700,22632,124168,124168,OK
259.016,TraderOne,Tick,817,732,85,-85,151700,151700,22632,124168,124168,OK
259.297,TraderOne,Tick,817,732,85,-85,151700,151600,22632,124168,132668,OK
259.547,TraderOne,Tick,817,732,85,-85,151700,151600,22632,124168,132668,OK
259.766,TraderOne,Tick,817,732,85,-85,151700,151600,22632,124168,132668,OK
260.063,TraderOne,Tick,817,732,85,-85,151700,151600,22632,124168,132668,OK
260.266,TraderOne,Tick,817,732,85,-85,151300,151600,22632,124168,98668,OK
260.469,TraderOne,Tick,817,732,85,-85,151300,151600,22632,124168,98668,OK
260.735,TraderOne,Tick,817,732,85,-85,151300,151800,22632,124168,98668,OK
261.0,TraderOne,Tick,817,732,85,-85,151300,151800,22632,124168,98668,OK
261.297,TraderOne,Tick,817,732,85,-85,151300,151800,22632,124168,98668,OK
261.454,TraderOne,Tick,817,732,85,-85,151300,151800,22632,124168,98668,OK
261.813,TraderOne,Tick,817,733,84,-84,152000,151800,22617,124083,140883,OK
261.969,TraderOne,Tick,818,733,85,-85,151600,151800,22602,124198,107198,OK
262.297,TraderOne,Tick,818,733,85,-85,151600,151800,22602,124198,107198,OK
262.516,TraderOne,Tick,818,733,85,-85,151600,151800,22602,124198,107198,OK
262.719,TraderOne,Tick,818,733,85,-85,151600,151800,22602,124198,107198,OK
262.969,TraderOne,Tick,818,733,85,-85,151600,151800,22602,124198,107198,OK
263.266,TraderOne,Tick,818,733,85,-85,151600,152200,22602,124198,98698,OK
263.454,TraderOne,Tick,818,733,85,-85,151600,152200,22602,124198,98698,OK
263.719,TraderOne,Tick,818,733,85,-85,151600,152200,22602,124198,98698,OK
263.954,TraderOne,Tick,818,733,85,-85,151600,152200,22602,124198,98698,OK
264.297,TraderOne,Tick,818,733,85,-85,151600,152200,22602,124198,98698,OK
264.516,TraderOne,Tick,818,733,85,-85,151600,152200,22602,124198,98698,OK
264.704,TraderOne,Tick,818,733,85,-85,151600,151800,22602,124198,107198,OK
265.0,TraderOne,Tick,818,733,85,-85,151600,151800,22602,124198,107198,OK
265.266,TraderOne,Tick,818,733,85,-85,151600,151800,22602,124198,107198,OK
265.454,TraderOne,Tick,818,733,85,-85,151600,151800,22602,124198,107198,OK
265.75,TraderOne,Tick,818,733,85,-85,151600,151800,22602,124198,107198,OK
266.047,TraderOne,Tick,818,734,84,-84,152100,151800,22587,124013,149213,OK
266.204,TraderOne,Tick,818,734,84,-84,152100,151800,22587,124013,149213,OK
266.5,TraderOne,Tick,818,736,82,-82,152100,151800,22557,123843,148443,OK
266.719,TraderOne,Tick,818,736,82,-82,152100,151800,22557,123843,148443,OK
266.954,TraderOne,Tick,818,736,82,-82,152100,152200,22557,123843,115643,OK
267.297,TraderOne,Tick,818,736,82,-82,152100,152200,22557,123843,115643,OK
267.516,TraderOne,Tick,818,738,80,-80,152200,152200,22527,123673,123673,OK
267.719,TraderOne,Tick,818,738,80,-80,152200,152200,22527,123673,123673,OK
268.032,TraderOne,Tick,818,738,80,-80,152200,152200,22527,123673,123673,OK
268.297,TraderOne,Tick,823,738,85,-85,152300,152200,22679,124521,133021,OK
268.532,TraderOne,Tick,823,738,85,-85,152300,152200,22679,124521,133021,OK
268.766,TraderOne,Tick,823,738,85,-85,152300,152600,22679,124521,99021,OK
269.032,TraderOne,Tick,823,738,85,-85,152300,152600,22679,124521,99021,OK
269.266,TraderOne,Tick,823,738,85,-85,152300,152600,22679,124521,99021,OK
269.5,TraderOne,Tick,823,738,85,-85,152300,153000,22679,124521,99021,OK
269.735,TraderOne,Tick,823,738,85,-85,152300,153000,22679,124521,99021,OK
270.0,TraderOne,Tick,823,738,85,-85,152100,153000,22679,124521,99021,OK
270.25,TraderOne,Tick,823,738,85,-85,152100,153000,22679,124521,99021,OK
270.547,TraderOne,Tick,823,738,85,-85,152100,152900,22679,124521,99021,OK
270.813,TraderOne,Tick,823,738,85,-85,152100,153000,22679,124521,99021,OK
270.985,TraderOne,Tick,823,738,85,-85,152300,153000,22679,124521,99021,OK
271.282,TraderOne,Tick,823,738,85,-85,152300,153300,22679,124521,99021,OK
271.532,TraderOne,Tick,823,738,85,-85,152700,153300,22679,124521,99021,OK
271.766,TraderOne,Tick,823,738,85,-85,153000,153700,22679,124521,99021,OK
271.938,TraderOne,Tick,823,738,85,-85,153300,153600,22679,124521,99021,OK
272.266,TraderOne,Tick,823,738,85,-85,153100,153600,22679,124521,99021,OK
272.5,TraderOne,Tick,823,738,85,-85,153600,153600,22679,124521,124521,OK
272.719,TraderOne,Tick,823,738,85,-85,152800,153600,22679,124521,99021,OK
273.0,TraderOne,Tick,823,738,85,-85,152800,153600,22679,124521,99021,OK
273.25,TraderOne,Tick,823,738,85,-85,152800,153600,22679,124521,99021,OK
273.547,TraderOne,Tick,823,738,85,-85,152600,153600,22679,124521,99021,OK
273.766,TraderOne,Tick,823,738,85,-85,152600,153600,22679,124521,99021,OK
274.047,TraderOne,Tick,823,739,84,-84,153800,153600,22664,124636,141436,OK
274.282,TraderOne,Tick,823,739,84,-84,153800,153600,22664,124636,141436,OK
274.5,TraderOne,Tick,823,739,84,-84,153800,152900,22664,124636,149836,OK
274.735,TraderOne,Tick,823,739,84,-84,153800,152900,22664,124636,149836,OK
275.047,TraderOne,Tick,823,739,84,-84,153800,152700,22664,124636,149836,OK
275.25,TraderOne,Tick,824,739,85,-85,152300,152700,22649,124851,99351,OK
275.532,TraderOne,Tick,824,741,83,-83,153400,152700,22618,124482,149382,OK
275.719,TraderOne,Tick,824,741,83,-83,153400,152700,22618,124482,149382,OK
275.969,TraderOne,Tick,824,741,83,-83,153400,152700,22618,124482,149382,OK
276.219,TraderOne,Tick,824,741,83,-83,153400,153000,22618,124482,149382,OK
276.5,TraderOne,Tick,824,741,83,-83,153400,153100,22618,124482,149382,OK
276.766,TraderOne,Tick,824,741,83,-83,153400,153100,22618,124482,149382,OK
277.0,TraderOne,Tick,826,741,85,-85,152400,153100,22587,124513,99013,OK
277.297,TraderOne,Tick,826,741,85,-85,152400,153100,22587,124513,99013,OK
277.5,TraderOne,Tick,826,741,85,-85,152400,153100,22587,124513,99013,OK
277.719,TraderOne,Tick,826,741,85,-85,152400,152900,22587,124513,99013,OK
277.969,TraderOne,Tick,826,741,85,-85,152400,152900,22587,124513,99013,OK
278.313,TraderOne,Tick,826,741,85,-85,152400,152900,22587,124513,99013,OK
278.469,TraderOne,Tick,826,741,85,-85,152400,153000,22587,124513,99013,OK
278.719,TraderOne,Tick,826,741,85,-85,152400,153200,22587,124513,99013,OK
279.0,TraderOne,Tick,826,741,85,-85,152400,153200,22587,124513,99013,OK
279.266,TraderOne,Tick,826,741,85,-85,152400,153200,22587,124513,99013,OK
279.5,TraderOne,Tick,826,741,85,-85,152400,153200,22587,124513,99013,OK
279.766,TraderOne,Tick,826,741,85,-85,152400,153200,22587,124513,99013,OK
280.0,TraderOne,Tick,826,741,85,-85,152400,153200,22587,124513,99013,OK
280.282,TraderOne,Tick,826,741,85,-85,152400,152800,22587,124513,99013,OK
280.469,TraderOne,Tick,826,741,85,-85,152400,152800,22587,124513,99013,OK
280.782,TraderOne,Tick,826,741,85,-85,152400,152800,22587,124513,99013,OK
281.016,TraderOne,Tick,826,741,85,-85,152400,152600,22587,124513,107513,OK
281.25,TraderOne,Tick,826,742,84,-84,152800,152600,22618,124582,141382,OK
281.5,TraderOne,Tick,826,744,82,-82,152800,152700,22679,124521,132721,OK
281.735,TraderOne,Tick,826,746,80,-80,152800,152700,22740,124460,132460,OK
281.954,TraderOne,Tick,826,748,78,-78,152800,152700,22801,124399,132199,OK
282.25,TraderOne,Tick,826,750,76,-76,152800,152700,22862,124338,131938,OK
282.547,TraderOne,Tick,826,752,74,-74,152800,152700,22923,124477,131877,OK
282.735,TraderOne,Tick,826,755,71,-71,152800,152800,23015,124685,124685,OK
283.047,TraderOne,Tick,826,758,68,-68,152800,152800,23107,124293,124293,OK
283.282,TraderOne,Tick,826,761,65,-65,152800,152800,23199,123901,123901,OK
283.454,TraderOne,Tick,826,761,65,-65,152800,152800,23199,123901,123901,OK
283.797,TraderOne,Tick,836,761,75,-75,152300,152800,23046,125054,102554,OK
283.954,TraderOne,Tick,836,761,75,-75,152300,152800,23046,125054,102554,OK
284.297,TraderOne,Tick,836,764,72,-72,153600,152800,23000,124800,146400,OK
284.469,TraderOne,Tick,836,764,72,-72,153600,152800,23000,124800,146400,OK
284.75,TraderOne,Tick,839,764,75,-75,152400,152800,22954,125446,102946,OK
284.954,TraderOne,Tick,839,764,75,-75,152400,153100,22954,125446,102946,OK
285.266,TraderOne,Tick,848,764,84,-84,152900,153500,22816,130084,104884,OK
285.563,TraderOne,Tick,848,766,82,-82,153900,153500,22785,129115,153715,OK
285.782,TraderOne,Tick,848,766,82,-82,153900,153500,22785,129115,153715,OK
285.969,TraderOne,Tick,848,766,82,-82,153900,153900,22785,129115,129115,OK
286.266,TraderOne,Tick,848,766,82,-82,153900,153600,22785,129115,153715,OK
286.516,TraderOne,Tick,848,766,82,-82,153900,153600,22785,129115,153715,OK
286.75,TraderOne,Tick,848,766,82,-82,153900,153600,22785,129115,153715,OK
286.954,TraderOne,Tick,848,768,80,-80,153900,153600,22754,128946,152946,OK
287.219,TraderOne,Tick,848,768,80,-80,153900,153500,22754,128946,152946,OK
287.454,TraderOne,Tick,853,768,85,-85,153400,153500,22677,129523,121023,OK
287.735,TraderOne,Tick,853,768,85,-85,153400,153600,22677,129523,112523,OK
288.032,TraderOne,Tick,853,768,85,-85,153400,153600,22677,129523,112523,OK
288.235,TraderOne,Tick,853,768,85,-85,153400,153600,22677,129523,112523,OK
288.469,TraderOne,Tick,853,768,85,-85,153400,153400,22677,129523,129523,OK
288.766,TraderOne,Tick,853,768,85,-85,153400,153400,22677,129523,129523,OK
289.0,TraderOne,Tick,853,768,85,-85,153400,153400,22677,129523,129523,OK
289.266,TraderOne,Tick,853,768,85,-85,153400,153400,22677,129523,129523,OK
289.469,TraderOne,Tick,853,768,85,-85,153400,153400,22677,129523,129523,OK
289.735,TraderOne,Tick,853,768,85,-85,153400,153400,22677,129523,129523,OK
289.954,TraderOne,Tick,853,768,85,-85,153400,153400,22677,129523,129523,OK
290.313,TraderOne,Tick,853,768,85,-85,153400,153500,22677,129523,121023,OK
290.5,TraderOne,Tick,853,768,85,-85,153400,153500,22677,129523,121023,OK
290.797,TraderOne,Tick,853,768,85,-85,153400,153500,22677,129523,121023,OK
291.016,TraderOne,Tick,853,769,84,-84,153100,153500,22662,129438,104238,OK
291.219,TraderOne,Tick,853,769,84,-84,153100,153500,22662,129438,104238,OK
291.469,TraderOne,Tick,853,769,84,-84,153100,153500,22662,129438,104238,OK
291.704,TraderOne,Tick,853,771,82,-82,154000,153500,22631,129269,153869,OK
292.047,TraderOne,Tick,853,771,82,-82,154000,153500,22631,129269,153869,OK
292.25,TraderOne,Tick,853,771,82,-82,154000,153500,22631,129269,153869,OK
292.485,TraderOne,Tick,853,773,80,-80,153500,153500,22600,129100,129100,OK
292.735,TraderOne,Tick,853,775,78,-78,153900,153600,22662,129638,153038,OK
293.0,TraderOne,Tick,853,777,76,-76,153900,153600,22724,130176,152976,OK
293.297,TraderOne,Tick,853,779,74,-74,153900,153600,22786,130514,152714,OK
293.485,TraderOne,Tick,853,782,71,-71,153900,153400,22878,131322,152622,OK
293.797,TraderOne,Tick,853,785,68,-68,153900,153400,22970,132130,152530,OK
294.0,TraderOne,Tick,853,788,65,-65,153900,153400,23062,133238,152738,OK
294.297,TraderOne,Tick,853,791,62,-62,153900,153400,23154,134046,152646,OK
294.454,TraderOne,Tick,853,795,58,-58,153900,153400,23277,135523,152923,OK
294.766,TraderOne,Tick,853,799,54,-54,154000,153400,23400,137000,153200,OK
294.985,TraderOne,Tick,853,804,49,-49,153900,153500,23554,138846,153546,OK
295.25,TraderOne,Tick,853,809,44,-44,153900,153500,23708,140192,153392,OK
295.547,TraderOne,Tick,853,815,38,-38,153900,153500,23893,141807,153207,OK
295.735,TraderOne,Tick,853,821,32,-32,153900,153500,24078,143422,153022,OK
296.0,TraderOne,Tick,853,828,25,-25,153900,153500,24293,145307,152807,OK
296.219,TraderOne,Tick,853,835,18,-18,153800,153500,24508,146892,152292,OK
296.454,TraderOne,Tick,853,843,10,-10,153800,153500,24754,148246,151246,OK
296.782,TraderOne,Tick,853,852,1,-1,153800,153400,25031,150669,150969,OK
296.985,TraderOne,Tick,853,861,-8,8,153800,153400,25308,153092,150692,OK
297.235,TraderOne,Tick,853,868,-15,15,153800,153200,25523,155677,151177,OK
297.516,TraderOne,Tick,853,868,-15,15,153800,153300,25523,155677,151177,OK
297.719,TraderOne,Tick,853,878,-25,25,153700,153300,25830,159370,151870,OK
298.0,TraderOne,Tick,853,888,-35,35,153800,153500,26137,161063,150563,OK
298.282,TraderOne,Tick,857,891,-34,34,153100,153600,26168,162532,172732,OK
298.5,TraderOne,Tick,860,891,-31,31,153100,153600,26260,163940,173240,OK
298.704,TraderOne,Tick,863,891,-28,28,153100,153600,26352,165348,173748,OK
299.047,TraderOne,Tick,866,891,-25,25,153100,153500,26444,166456,173956,OK
299.266,TraderOne,Tick,869,891,-22,22,153100,153400,26536,167264,173864,OK
299.485,TraderOne,Tick,871,891,-20,20,153100,153400,26597,167803,173803,OK
299.735,TraderOne,Tick,873,891,-18,18,153100,153500,26658,168342,173742,OK
300.0,TraderOne,Tick,875,891,-16,16,153100,153700,26719,169081,173881,OK
300.297,TraderOne,Tick,875,891,-16,16,153100,153700,26719,169081,173881,OK
300.547,TraderOne,Tick,875,891,-16,16,153100,153600,26719,169081,173881,OK
300.766,TraderOne,Tick,875,891,-16,16,153100,153600,26719,169081,173881,OK
301.016,TraderOne,Tick,875,891,-16,16,153100,153600,26719,169081,173881,OK
301.282,TraderOne,Tick,875,891,-16,16,153100,153700,26719,169081,173881,OK
301.516,TraderOne,Tick,875,891,-16,16,153100,153600,26719,169081,173881,OK
301.766,TraderOne,Tick,875,891,-16,16,153100,153600,26719,169081,173881,OK
301.954,TraderOne,Tick,875,891,-16,16,153100,153600,26719,169081,173881,OK
302.235,TraderOne,Tick,875,891,-16,16,153100,153600,26719,169081,173881,OK
302.5,TraderOne,Tick,875,891,-16,16,153100,153600,26719,169081,173881,OK
302.75,TraderOne,Tick,877,900,-23,23,153700,153600,26550,169250,166950,OK
303.016,TraderOne,Tick,877,902,-25,25,153700,153500,26611,169189,164189,OK
303.25,TraderOne,Tick,880,912,-32,32,153000,153300,26872,170628,180228,OK
303.516,TraderOne,Tick,880,912,-32,32,153000,153400,26872,170628,180228,OK
303.766,TraderOne,Tick,880,912,-32,32,153000,153400,26872,170628,180228,OK
304.047,TraderOne,Tick,880,912,-32,32,153000,153400,26872,170628,180228,OK
304.266,TraderOne,Tick,880,915,-35,35,154000,153200,26826,170974,160474,OK
304.5,TraderOne,Tick,880,915,-35,35,154000,153100,26826,170974,160474,OK
304.719,TraderOne,Tick,880,915,-35,35,154000,153100,26826,170974,160474,OK
305.016,TraderOne,Tick,884,925,-41,41,152500,152900,26612,172788,185088,OK
